1	0.0503907	0.193494
10	0.049733	0.190968
100	0.0442998	0.170105
200	0.0345614	0.132711
250	0.0277342	0.106496
300	0.0181809	0.0698123
320	0.0133781	0.0513702
360	0.00780182	0.029958
365	0.00868398	0.0333454
370	0.00979292	0.0376035
400	0.0212892	0.0817478
500	0.0718142	0.275757
600	0.134528	0.516572
700	0.207687	0.797492
800	0.292743	1.1241
1000	0.492847	1.89247
2000	2.157120	8.28308
5000	14.24610	54.7031
10000	72.64100	278.932
