1	0.140533	0.153407
10	0.207037	0.216452
100	0.229226	0.236197
200	0.14253	0.149123
250	0.0559247	0.0644734
300	0.0425728	0.0477495
320	0.0534542	0.0560728
360	0.00262865	0.00453946
365	0.00145818	0.00266384
370	0.00593429	0.00921948
400	0.00417248	0.00756394
500	0.0123029	0.0224554
600	0.0214247	0.0392251
700	0.0365234	0.0665827
800	0.0492062	0.0898873
1000	0.0903834	0.164433
2000	0.294187	0.541492
5000	0.359857	0.672351
10000	3.06952	5.72935
