1	-nan	-nan
10	-nan	-nan
1	-nan	-nan
10	-nan	-nan
1	0.0706334	0.0767794
10	0.0714162	0.0780116
1	1.27114	1.27716
10	1.26816	1.27421
1	1.27114	1.27716
10	1.26816	1.27421
1	1.08455	1.08995
10	1.08595	1.09139
1	1.0761	1.08163
10	1.0761	1.08168
1	1.06948	1.07514
10	1.0702	1.0759
1	1.06943	1.0751
10	1.07015	1.07586
1	1.06943	1.0751
10	1.07015	1.07586
