#         x                   y                  yerr                xerr
   1.000000000000E+00  2.870777552655E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+01  2.441267329888E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+02  2.101045540393E+03  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+02  2.224221593547E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+03  2.120970506441E+03  0.000000000000E+00  0.000000000000E+00
   2.000000000000E+03  1.914515685475E+03  0.000000000000E+00  0.000000000000E+00
   2.500000000000E+03  1.885849285270E+03  0.000000000000E+00  0.000000000000E+00
   2.750000000000E+03  1.637046783755E+03  0.000000000000E+00  0.000000000000E+00
   2.950000000000E+03  1.197370301278E+03  0.000000000000E+00  0.000000000000E+00
   3.000000000000E+03  1.074163308945E+03  0.000000000000E+00  0.000000000000E+00
   3.050000000000E+03  9.539683630324E+02  0.000000000000E+00  0.000000000000E+00
   3.200000000000E+03  6.492719361483E+02  0.000000000000E+00  0.000000000000E+00
   3.500000000000E+03  3.095720434152E+02  0.000000000000E+00  0.000000000000E+00
   4.200000000000E+03  8.507435739532E+01  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+03  3.101626337438E+01  0.000000000000E+00  0.000000000000E+00
   7.000000000000E+03  5.909323129252E+00  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+04  1.227321306706E+00  0.000000000000E+00  0.000000000000E+00
