#         x                   y                  yerr                xerr
   1.000000000000E+00  4.802569810248E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+01  4.417397997935E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+02  4.222938113355E+03  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+02  5.526419106272E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+03  5.895397706628E+03  0.000000000000E+00  0.000000000000E+00
   2.000000000000E+03  5.816362913652E+03  0.000000000000E+00  0.000000000000E+00
   2.500000000000E+03  6.903383516799E+03  0.000000000000E+00  0.000000000000E+00
   2.750000000000E+03  7.896778011501E+03  0.000000000000E+00  0.000000000000E+00
   2.950000000000E+03  6.971781242509E+03  0.000000000000E+00  0.000000000000E+00
   3.000000000000E+03  5.678715241346E+03  0.000000000000E+00  0.000000000000E+00
   3.050000000000E+03  4.289800970945E+03  0.000000000000E+00  0.000000000000E+00
   3.200000000000E+03  1.724028307020E+03  0.000000000000E+00  0.000000000000E+00
   3.500000000000E+03  5.013336227525E+02  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+03  3.582356486067E+01  0.000000000000E+00  0.000000000000E+00
   7.000000000000E+03  6.541186545280E+00  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+04  1.338419526410E+00  0.000000000000E+00  0.000000000000E+00
