#         x                   y                  yerr                xerr
   1.000000000000E+00  6.058042004775E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+01  5.624883438292E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+02  5.553169895531E+03  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+02  6.669407896390E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+03  7.085655223496E+03  0.000000000000E+00  0.000000000000E+00
   2.000000000000E+03  7.026411243278E+03  0.000000000000E+00  0.000000000000E+00
   2.500000000000E+03  8.095543363389E+03  0.000000000000E+00  0.000000000000E+00
   2.750000000000E+03  9.128849792804E+03  0.000000000000E+00  0.000000000000E+00
   2.950000000000E+03  8.294476164325E+03  0.000000000000E+00  0.000000000000E+00
   3.000000000000E+03  6.988217713841E+03  0.000000000000E+00  0.000000000000E+00
   3.050000000000E+03  5.605974220782E+03  0.000000000000E+00  0.000000000000E+00
   3.200000000000E+03  3.023209473631E+03  0.000000000000E+00  0.000000000000E+00
   3.500000000000E+03  1.778463825884E+03  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+03  1.287337543894E+03  0.000000000000E+00  0.000000000000E+00
   7.000000000000E+03  1.250474740127E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+04  1.247041478086E+03  0.000000000000E+00  0.000000000000E+00
