#         x                   y                  yerr                xerr
   1.000000000000E+00  4.797239328445E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+01  4.407504506545E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+02  4.250412607827E+03  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+02  5.489487919632E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+03  5.839243938071E+03  0.000000000000E+00  0.000000000000E+00
   2.000000000000E+03  5.803641210584E+03  0.000000000000E+00  0.000000000000E+00
   2.500000000000E+03  6.915261972091E+03  0.000000000000E+00  0.000000000000E+00
   2.750000000000E+03  7.903837908939E+03  0.000000000000E+00  0.000000000000E+00
   2.950000000000E+03  6.954234469247E+03  0.000000000000E+00  0.000000000000E+00
   3.000000000000E+03  5.676127294640E+03  0.000000000000E+00  0.000000000000E+00
   3.050000000000E+03  4.265183077157E+03  0.000000000000E+00  0.000000000000E+00
   3.200000000000E+03  1.722157942489E+03  0.000000000000E+00  0.000000000000E+00
   3.500000000000E+03  5.027150240479E+02  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+03  3.587732947370E+01  0.000000000000E+00  0.000000000000E+00
   7.000000000000E+03  6.538355493969E+00  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+04  1.335761285927E+00  0.000000000000E+00  0.000000000000E+00
