#         x                   y                  yerr                xerr
   1.000000000000E+00  1.022295251929E+04  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+01  9.810300342301E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+02  9.662245912016E+03  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+02  1.081807186419E+04  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+03  1.134169272835E+04  0.000000000000E+00  0.000000000000E+00
   2.000000000000E+03  1.144594283520E+04  0.000000000000E+00  0.000000000000E+00
   2.500000000000E+03  1.272770270677E+04  0.000000000000E+00  0.000000000000E+00
   2.750000000000E+03  1.394406926521E+04  0.000000000000E+00  0.000000000000E+00
   2.950000000000E+03  1.348441488368E+04  0.000000000000E+00  0.000000000000E+00
   3.000000000000E+03  1.231243966376E+04  0.000000000000E+00  0.000000000000E+00
   3.050000000000E+03  1.097004125482E+04  0.000000000000E+00  0.000000000000E+00
   3.200000000000E+03  8.294550955274E+03  0.000000000000E+00  0.000000000000E+00
   3.500000000000E+03  6.869556582394E+03  0.000000000000E+00  0.000000000000E+00
   4.200000000000E+03  6.300171150774E+03  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+03  6.143808075652E+03  0.000000000000E+00  0.000000000000E+00
   7.000000000000E+03  6.045506379522E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+04  6.021994602837E+03  0.000000000000E+00  0.000000000000E+00
