#         x                   y                  yerr                xerr
1.000000000000E+00  8.264874185611E+03  0.000000000000E+00  0.000000000000E+00
1.000000000000E+01  7.832748642914E+03  0.000000000000E+00  0.000000000000E+00
1.000000000000E+02  7.481194107783E+03  0.000000000000E+00  0.000000000000E+00
5.000000000000E+02  7.640075175588E+03  0.000000000000E+00  0.000000000000E+00
1.000000000000E+03  7.648915602478E+03  0.000000000000E+00  0.000000000000E+00
2.000000000000E+03  7.638975797293E+03  0.000000000000E+00  0.000000000000E+00
2.500000000000E+03  7.816222334281E+03  0.000000000000E+00  0.000000000000E+00
2.750000000000E+03  7.728967652581E+03  0.000000000000E+00  0.000000000000E+00
2.950000000000E+03  7.434444384150E+03  0.000000000000E+00  0.000000000000E+00
3.000000000000E+03  7.324247422933E+03  0.000000000000E+00  0.000000000000E+00
3.050000000000E+03  7.229474462879E+03  0.000000000000E+00  0.000000000000E+00
3.200000000000E+03  6.935559836793E+03  0.000000000000E+00  0.000000000000E+00
3.500000000000E+03  6.558861860549E+03  0.000000000000E+00  0.000000000000E+00
4.200000000000E+03  6.221074874325E+03  0.000000000000E+00  0.000000000000E+00
5.000000000000E+03  6.108090040875E+03  0.000000000000E+00  0.000000000000E+00
7.000000000000E+03  6.045919794006E+03  0.000000000000E+00  0.000000000000E+00
1.000000000000E+04  6.024037632521E+03  0.000000000000E+00  0.000000000000E+00
