#       x                   y                  yerr                xerr
   1.000000000000e+00  2.210936349873e+04  0.000000000000e+00  0.000000000000e+00
   1.000000000000e+01  2.014615886076e+04  0.000000000000e+00  0.000000000000e+00
   1.000000000000e+02  1.920568288349e+04  0.000000000000e+00  0.000000000000e+00
   2.000000000000e+02  1.979616885576e+04  0.000000000000e+00  0.000000000000e+00
   4.000000000000e+02  2.387466043518e+04  0.000000000000e+00  0.000000000000e+00
   5.000000000000e+02  2.836062369816e+04  0.000000000000e+00  0.000000000000e+00
   7.000000000000e+02  4.928591671888e+04  0.000000000000e+00  0.000000000000e+00
   8.000000000000e+02  7.153635400156e+04  0.000000000000e+00  0.000000000000e+00
   9.500000000000e+02  1.089410908608e+05  0.000000000000e+00  0.000000000000e+00
   1.000000000000e+03  6.896272877649e+04  0.000000000000e+00  0.000000000000e+00
   1.050000000000e+03  2.717918294340e+04  0.000000000000e+00  0.000000000000e+00
   1.150000000000e+03  7.127065587604e+03  0.000000000000e+00  0.000000000000e+00
   1.250000000000e+03  3.061296945274e+03  0.000000000000e+00  0.000000000000e+00
   1.350000000000e+03  1.635553302631e+03  0.000000000000e+00  0.000000000000e+00
   1.500000000000e+03  7.910993099906e+02  0.000000000000e+00  0.000000000000e+00
   1.750000000000e+03  3.198395994904e+02  0.000000000000e+00  0.000000000000e+00
   2.000000000000e+03  1.588412773666e+02  0.000000000000e+00  0.000000000000e+00
   3.000000000000e+03  2.403867224928e+01  0.000000000000e+00  0.000000000000e+00
   4.000000000000e+03  7.008683858625e+00  0.000000000000e+00  0.000000000000e+00
   5.000000000000e+03  2.763644329338e+00  0.000000000000e+00  0.000000000000e+00
   7.000000000000e+03  6.972332761848e-01  0.000000000000e+00  0.000000000000e+00
   1.000000000000e+04  1.642241392142e-01  0.000000000000e+00  0.000000000000e+00
