#         x                   y                  yerr                xerr
   1.000000000000E+00  1.783339082236E+04  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+01  1.665045012256E+04  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+02  1.562746782465E+04  0.000000000000E+00  0.000000000000E+00
   2.000000000000E+02  1.629017462263E+04  0.000000000000E+00  0.000000000000E+00
   4.000000000000E+02  1.853994939802E+04  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+02  2.103047093920E+04  0.000000000000E+00  0.000000000000E+00
   7.000000000000E+02  3.322412350234E+04  0.000000000000E+00  0.000000000000E+00
   8.000000000000E+02  4.684072095438E+04  0.000000000000E+00  0.000000000000E+00
   9.500000000000E+02  7.524528595530E+04  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+03  5.449147737826E+04  0.000000000000E+00  0.000000000000E+00
   1.050000000000E+03  2.853142573276E+04  0.000000000000E+00  0.000000000000E+00
   1.150000000000E+03  1.420913875318E+04  0.000000000000E+00  0.000000000000E+00
   1.250000000000E+03  1.079395072036E+04  0.000000000000E+00  0.000000000000E+00
   1.350000000000E+03  9.405863800866E+03  0.000000000000E+00  0.000000000000E+00
   1.500000000000E+03  8.413232505078E+03  0.000000000000E+00  0.000000000000E+00
   1.750000000000E+03  7.752202520653E+03  0.000000000000E+00  0.000000000000E+00
   2.000000000000E+03  7.439298626315E+03  0.000000000000E+00  0.000000000000E+00
   3.000000000000E+03  7.052134913966E+03  0.000000000000E+00  0.000000000000E+00
   4.000000000000E+03  6.984953137668E+03  0.000000000000E+00  0.000000000000E+00
   5.000000000000E+03  6.917638274723E+03  0.000000000000E+00  0.000000000000E+00
   7.000000000000E+03  6.906443845928E+03  0.000000000000E+00  0.000000000000E+00
   1.000000000000E+04  6.877581141871E+03  0.000000000000E+00  0.000000000000E+00
